Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
100,1454.0,0.0,2498.0,100.0,39.0,2498.0,0.8559550000000579,39.0,39.0,0.0,,,,3.957155475249657,3.448273788657456,16.00851821899414,0.6116524934768677,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,25.06185,10.865323,58.067356000000004,9.059113499999999,18.643984,3.5859385,21.664434,8.904198
101,1549.0,0.0,2593.0,101.0,95.0,2593.0,0.8465500000000616,95.0,95.0,0.0,,,,3.3201328145830256,2.62802373375104,12.49013614654541,0.6002507209777832,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,20.494367999999998,9.361319,53.7265,4.325799,16.908869,5.873414,22.431309,0.36428645
102,1587.0,0.0,2631.0,102.0,38.0,2631.0,0.8427880000000632,38.0,38.0,1.0,,,,5.045255181036498,5.0114098644903216,26.00021743774414,1.2569403648376465,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,35.945667,15.506442000000002,88.21638,11.857246,15.361310000000001,6.2181067,21.831137,1.6626986000000001
103,1606.0,0.0,2650.0,103.0,19.0,2650.0,0.8409070000000639,19.0,19.0,0.0,,,,4.046226438723114,2.385843456991666,8.352615356445312,0.91763174533844,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,31.808876,15.134886999999999,62.99974399999999,6.3657928,19.192766,4.2078037,22.33275,10.716744
104,1640.0,0.0,2684.0,104.0,34.0,2684.0,0.8375410000000653,34.0,34.0,0.0,,,,4.7672435325734765,3.9177578635553747,15.437633514404295,1.0316998958587646,0.00025,0.0,0.00025,0.00025,28.897013,13.945303,77.37191999999999,13.319041,17.61295,7.0086765,22.833363000000002,4.243
105,1679.0,0.0,2723.0,105.0,39.0,2723.0,0.8336800000000668,39.0,39.0,0.0,,,,3.5435182864849386,3.2991486527083174,19.766496658325195,0.671406626701355,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,24.392785999999997,12.284842999999999,54.280315,7.8734503,16.818499,7.295699000000001,22.072317,-5.2266064000000005
106,1702.0,0.0,2746.0,106.0,23.0,2746.0,0.8314030000000677,23.0,23.0,0.0,,,,5.5311253537302445,6.451591622315414,30.10722351074219,0.6116983890533447,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,31.534215999999997,21.265158,114.19253,6.829166000000001,16.621265,7.9230347000000005,23.246862,-1.1608001000000001
107,1715.0,0.0,2759.0,107.0,13.0,2759.0,0.8301160000000682,13.0,13.0,0.0,,,,4.401150822639464,4.6832634703613385,17.487302780151367,0.947978973388672,0.0002500000000000001,1.0842021724855042e-19,0.00025,0.00025,30.735868,16.129616,68.145584,8.126481,7.881207000000001,11.919013,23.293844,-8.587425999999999
108,1745.0,0.0,2789.0,108.0,30.0,2789.0,0.8271460000000694,30.0,30.0,0.0,,,,3.921943189700445,2.5862132405281164,9.351391792297363,0.864279568195343,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,24.407997,10.711462,49.86913,8.507052999999999,16.258001,8.753872,23.341639999999998,-4.8152347
109,1773.0,0.0,2817.0,109.0,28.0,2817.0,0.8243740000000706,28.0,28.0,0.0,,,,3.993120321205683,3.5633638028106613,14.294573783874512,0.5794196128845215,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,28.861156,11.638444,53.82187,9.726434,12.005392,9.407533,22.748178,-5.9539847
